name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Milano, Lombardia, Italia",14/03/2022,13.9,6,9.4,13.9,4.5,9,1,56.6,0.01,100,12.5,rain,0,0,18.4,11.1,210.6,1031.9,81.9,10,79.3,7.1,3,10,2022-03-14T06:38:02,2022-03-14T18:27:43,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",15/03/2022,13,5.6,10.1,13,4.2,10,3.9,66.3,0.028,100,12.5,rain,0,0,14.8,9,262.7,1033,61.8,8.2,73,6.2,3,10,2022-03-15T06:36:09,2022-03-15T18:29:03,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",16/03/2022,16,10.6,12.4,16,10.6,12.4,6.4,67,0,0,0,,0,0,24.1,16.3,266.2,1024.9,66.8,9.9,65,5.5,3,10,2022-03-16T06:34:15,2022-03-16T18:30:22,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",17/03/2022,13,9.2,11.4,13,8.7,11.4,6.5,72.1,0,0,0,,0,0,24.1,15.7,80.6,1026.4,90.3,5.8,42.3,3.8,2,10,2022-03-17T06:32:22,2022-03-17T18:31:42,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"16080099999,16076099999,D6875,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",18/03/2022,14.9,7,10.9,14.9,6.5,10.6,2.9,59.8,0,0,0,rain,0,0,22.3,19.4,91.9,1031.6,60.9,8.8,77.5,6.7,3,10,2022-03-18T06:30:28,2022-03-18T18:33:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",19/03/2022,14,4.2,9,14,3,8.2,-0.8,51.7,0,0,0,,0,0,27.4,19.7,97.3,1033.6,24.4,10,113.1,9.8,4,10,2022-03-19T06:28:34,2022-03-19T18:34:20,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",20/03/2022,13.1,1.9,8.7,13.1,0.4,7.9,-3.3,44.4,0,0,0,,0,0,25.9,17.6,100.2,1035,9.3,10,123.2,10.6,4,10,2022-03-20T06:26:40,2022-03-20T18:35:39,0.58,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",21/03/2022,14,3.7,8.9,14,3.7,8.5,-3.5,42.8,0,0,0,,0,0,20.5,10.6,113.4,1035.5,28.6,10,113.8,9.7,4,10,2022-03-21T06:24:46,2022-03-21T18:36:57,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",22/03/2022,15,0.1,7.9,15,-2.4,7.8,-3.7,48.8,0,0,0,,0,0,20.5,12.6,106.1,1034.4,0,9.9,132,11.5,5,10,2022-03-22T06:22:52,2022-03-22T18:38:16,0.65,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",23/03/2022,19.9,0.1,10,19.9,0.1,10,-3.4,44.8,0.007,100,4.17,rain,0,0,22.3,7.7,240.6,1030.7,0,9.9,134.5,11.7,5,10,2022-03-23T06:20:58,2022-03-23T18:39:34,0.68,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",24/03/2022,21,2.1,11.7,21,2.1,11.7,-3,41.6,0,0,0,,0,0,24.1,9.5,235.2,1026.3,0,10,137.1,11.7,5,10,2022-03-24T06:19:03,2022-03-24T18:40:53,0.72,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",25/03/2022,21,3.9,12.8,21,3.9,12.8,-3.8,34.8,0,0,0,,0,0,22.3,11.2,264.3,1024.6,0,10,136.5,11.8,5,10,2022-03-25T06:17:09,2022-03-25T18:42:11,0.75,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",26/03/2022,21,4,12.7,21,4,12.7,-2.2,39,0,0,0,,0,0,25.9,12.5,100.6,1026,0,10,137.3,12,5,10,2022-03-26T06:15:15,2022-03-26T18:43:29,0.79,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",27/03/2022,21,5.1,12.5,21,5.1,12.4,0.3,47.2,0,0,0,,0,0,27.7,10.9,81.2,1027.4,0,10,115.9,9.5,4,10,2022-03-27T07:13:21,2022-03-27T19:44:47,0.83,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",28/03/2022,21,5,13.2,21,5,13.2,-0.9,43.3,0,0,0,,0,0,24.1,9.4,101.1,1024,0,9.7,139.3,12.1,5,10,2022-03-28T07:11:27,2022-03-28T19:46:05,0.86,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D4561,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",29/03/2022,18,7.9,11.7,18,6,11.5,3.7,59.4,0,0,0,,0,0,20.5,14.1,117.2,1014.5,24.7,8.7,99.5,8.6,4,10,2022-03-29T07:09:33,2022-03-29T19:47:23,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",30/03/2022,12.9,9.8,11.3,12.9,8.2,11,8.1,80.6,0.445,100,50,rain,0,0,20.5,12.5,71.3,1004.7,78.7,6.9,36.9,3.2,2,10,2022-03-30T07:07:40,2022-03-30T19:48:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",31/03/2022,15,9.9,11.9,15,8.8,11.7,8.6,81.8,4.116,100,20.83,rain,0,0,33.5,11.3,204.8,993.7,75.1,7,96.9,8.6,4,10,2022-03-31T07:05:46,2022-03-31T19:49:58,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",01/04/2022,14.8,7,10.8,14.8,6,10.5,7.5,80.6,2.404,100,29.17,rain,0,0,35.3,28.1,60.3,991.1,70,9.8,100.5,8.6,4,10,2022-04-01T07:03:53,2022-04-01T19:51:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",02/04/2022,10,5,8,8.4,3.4,6.5,1.6,65.3,0.1,100,16.67,rain,0,0,29.5,19.5,61.3,999.1,64.1,10,86.3,7.4,4,10,2022-04-02T07:02:00,2022-04-02T19:52:34,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16080099999,16076099999,AV128,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",03/04/2022,10.8,0.8,6.6,10.8,-2.1,5.5,2.2,74.4,3.673,100,4.17,rain,0,0,31.8,18.2,71.1,1012.7,49.8,9.8,103.2,8.8,6,10,2022-04-03T07:00:08,2022-04-03T19:53:51,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",04/04/2022,12.9,5.9,8.7,12.9,4.5,8.3,2.6,67.3,0.184,100,16.67,rain,0,0,18.4,10.7,102.1,1017.2,52.7,10,121.7,10.6,4,10,2022-04-04T06:58:15,2022-04-04T19:55:09,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",05/04/2022,18,2,10.2,18,2,10.2,2.4,62.9,0.183,100,4.17,rain,0,0,20.5,11.1,236.1,1012.4,1.1,10,168.9,14.4,5,10,2022-04-05T06:56:23,2022-04-05T19:56:26,0.13,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",06/04/2022,16.9,4.9,11.1,16.9,3.9,10.9,4.8,67.2,0.014,100,4.17,rain,0,0,24.8,14.3,137,1009.6,11.2,8.8,141.3,12.1,4,10,2022-04-06T06:54:32,2022-04-06T19:57:44,0.17,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",07/04/2022,21.5,8.6,13.8,21.5,7.2,13.5,4.9,56.6,0,0,0,,0,0,20.5,13.9,259.3,1003.8,16.5,10,157,13.4,7,10,2022-04-07T06:52:41,2022-04-07T19:59:01,0.2,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",08/04/2022,21.9,6.6,15.2,21.9,5,15.1,8.3,65.3,0.01,100,4.17,rain,0,0,33.5,12.3,190.7,1001.6,11.9,10,164.8,14.3,6,10,2022-04-08T06:50:50,2022-04-08T20:00:19,0.23,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",09/04/2022,18.9,8.2,14.4,18.9,4.8,14.2,0,47.7,0,0,0,rain,0,0,74.2,35.1,336,1001.1,23.2,10,185,16.1,6,10,2022-04-09T06:49:00,2022-04-09T20:01:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,LIML,06771099999"
"Milano, Lombardia, Italia",10/04/2022,17.9,2.9,10.8,17.9,2.9,10.2,-1.2,51.9,0,0,0,rain,0,0,57.6,18.1,242.7,1017.2,13.2,10,183.6,15.7,6,10,2022-04-10T06:47:11,2022-04-10T20:02:54,0.29,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",11/04/2022,18,4,12,18,4,11.9,-1.1,43.3,0,0,0,,0,0,25.9,11.1,247.6,1020.3,1.2,10,181.2,15.6,6,10,2022-04-11T06:45:21,2022-04-11T20:04:11,0.33,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",12/04/2022,18.9,4.9,13.4,18.9,4.9,13.4,0.3,42.7,0,0,0,,0,0,24.1,10.8,182,1019.6,2.4,10,169.3,14.7,5,10,2022-04-12T06:43:33,2022-04-12T20:05:29,0.36,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",13/04/2022,20,8,14.7,20,6.5,14.6,5,53.8,0,0,0,,0,0,24.1,14.4,103.7,1018.9,1.1,10,153.5,13.4,5,10,2022-04-13T06:41:45,2022-04-13T20:06:46,0.39,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",14/04/2022,24,7,16,24,7,16,5.6,54.9,0,0,0,,0,0,21.3,14.1,116.2,1019.2,0,10,188.8,16.3,6,10,2022-04-14T06:39:58,2022-04-14T20:08:03,0.42,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",15/04/2022,25,9.8,17.3,25,9.4,17.3,6.4,51.5,0,0,0,,0,0,22.3,12.4,112.7,1018.7,0,10,180,15.4,6,10,2022-04-15T06:38:11,2022-04-15T20:09:21,0.46,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",16/04/2022,24,9,17.4,24,9,17.4,6.8,52.5,0,0,0,,0,0,38.9,33.8,105.7,1017.2,8,10,185.8,15.9,6,30,2022-04-16T06:36:26,2022-04-16T20:10:38,0.5,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",17/04/2022,17.9,9,13.5,17.9,7.3,13.4,2.2,47.8,0,0,0,rain,0,0,27.7,21,121.3,1019.6,13.6,10,191.8,16.5,6,10,2022-04-17T06:34:40,2022-04-17T20:11:56,0.52,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",18/04/2022,18,9.6,13.5,18,8.3,13.3,-0.1,40.2,0,0,0,,0,0,20.5,12.4,110.6,1015.2,16.2,10,195.4,17.1,6,10,2022-04-18T06:32:56,2022-04-18T20:13:13,0.56,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",19/04/2022,21.8,5.8,14.3,21.8,5.8,14.2,2.6,47.3,0,0,0,,0,0,25.9,15.9,236.6,1009.8,1.2,10,196.2,17,6,10,2022-04-19T06:31:13,2022-04-19T20:14:30,0.59,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",20/04/2022,16.9,8.3,13,16.9,7.2,12.9,5.9,62.9,0.021,100,4.17,rain,0,0,27.7,21.4,94.2,1011.9,61,10,116,10.1,5,10,2022-04-20T06:29:30,2022-04-20T20:15:47,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",21/04/2022,16.7,10,12.9,16.7,10,12.9,3.4,53.8,0,0,0,rain,0,0,22.3,21,97.5,1009.2,67.4,10,89.2,7.6,5,10,2022-04-21T06:27:48,2022-04-21T20:17:05,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",22/04/2022,16.1,9,12.4,16.1,7.4,12.2,8.3,77.1,0.183,100,4.17,rain,0,0,25.9,14.3,201.6,1002,76.5,9,101.7,8.9,3,10,2022-04-22T06:26:08,2022-04-22T20:18:22,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",23/04/2022,16.8,10.9,14,16.8,10.9,14,10.7,80.8,1.625,100,66.67,rain,0,0,59.4,30.2,103.6,1004.6,75.1,9.2,65.5,5.7,3,10,2022-04-23T06:24:28,2022-04-23T20:19:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",24/04/2022,16.8,8.1,12.7,16.8,5.8,12.5,8,74,6.044,100,25,rain,0,0,64.8,19.8,103.7,1004,56.8,10,124.2,10.7,5,10,2022-04-24T06:22:49,2022-04-24T20:20:56,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",25/04/2022,19.9,9,14.8,19.9,8,14.8,8.9,69.5,0.116,100,16.67,rain,0,0,24.1,20.8,240.2,1008.6,68.2,9.9,163.2,14.3,6,10,2022-04-25T06:21:11,2022-04-25T20:22:13,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",26/04/2022,17.8,9.7,13.5,17.8,9.6,13.5,11.4,87.7,28.403,100,50,rain,0,0,13.2,10.9,62,1013,64.4,9.7,90,7.8,5,10,2022-04-26T06:19:34,2022-04-26T20:23:30,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",27/04/2022,21.9,7.9,15.5,21.9,7.9,15.5,9,68.9,0,0,0,,0,0,22.3,12.6,104.8,1017.2,13.6,9.4,186.5,16.2,6,10,2022-04-27T06:17:58,2022-04-27T20:24:46,0.88,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",28/04/2022,21,12.8,16.8,21,12.8,16.8,7.4,55.2,0,0,0,,0,0,24.1,15.7,104.8,1022.3,23.6,10,194.5,16.9,6,10,2022-04-28T06:16:24,2022-04-28T20:26:03,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",29/04/2022,21.9,13.7,17.4,21.9,13.7,17.4,6.5,50.6,0,0,0,,0,0,20.5,12.6,106,1023.7,39.8,10,193.1,16.6,6,10,2022-04-29T06:14:50,2022-04-29T20:27:19,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",30/04/2022,21.9,12,16.9,21.9,12,16.9,5.4,48.5,0,0,0,,0,0,22.1,11.1,93.3,1019.4,63,10,138,11.8,5,10,2022-04-30T06:13:18,2022-04-30T20:28:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",01/05/2022,21.1,12.6,16.8,21.1,12.6,16.8,7.5,55.8,0.015,100,4.17,rain,0,0,31.7,17.5,101.9,1015.6,34.6,10,189.1,16.3,6,10,2022-05-01T06:11:47,2022-05-01T20:29:51,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",02/05/2022,21.9,8.6,16.8,21.9,7.7,16.8,8.2,59.4,0.018,100,8.33,rain,0,0,31.7,14.2,106.2,1014,38.8,10,188.1,16.4,6,10,2022-05-02T06:10:17,2022-05-02T20:31:07,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",03/05/2022,21.7,13,17.4,21.7,13,17.4,9.6,61.7,0.157,100,16.67,rain,0,0,25.9,23.4,26.4,1014.5,69.1,9.9,141.5,12.1,5,10,2022-05-03T06:08:49,2022-05-03T20:32:23,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",04/05/2022,21.8,13.9,17.1,21.8,13.9,17.1,11.5,71.5,0.235,100,29.17,rain,0,0,18.4,16.3,328.7,1016.6,59.5,9.8,144.8,12.5,6,10,2022-05-04T06:07:22,2022-05-04T20:33:38,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",05/05/2022,18,12,14.7,18,12,14.7,11.4,81.1,12.451,100,37.5,rain,0,0,18.4,17.9,53.6,1018.8,81.7,8.4,46.2,4.1,2,10,2022-05-05T06:05:56,2022-05-05T20:34:53,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",06/05/2022,14.2,12,13.5,14.2,12,13.5,12.7,94.9,19.908,100,75,rain,0,0,11.2,12.4,20.5,1019.5,90,7.5,36.1,3,1,10,2022-05-06T06:04:32,2022-05-06T20:36:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",07/05/2022,19,12,15.7,19,12,15.7,12.7,83.2,0.625,100,25,rain,0,0,20.5,15.8,103.2,1019.1,74.1,8.4,101.5,8.9,3,10,2022-05-07T06:03:09,2022-05-07T20:37:22,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",08/05/2022,20.9,11.3,17.1,20.9,11.3,17.1,12.5,76,4.853,100,45.83,rain,0,0,22.3,12.8,31.4,1019.5,78.1,9.6,131.6,11.4,5,10,2022-05-08T06:01:48,2022-05-08T20:38:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",09/05/2022,23.9,11.9,18.9,23.9,11.9,18.9,12.5,69.5,0.003,100,4.17,rain,0,0,18.4,11,284.6,1022,46.3,10,203.3,17.6,6,10,2022-05-09T06:00:28,2022-05-09T20:39:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",10/05/2022,26.9,13.9,20.6,26.9,13.9,20.6,12.9,64.7,0,0,0,rain,0,0,24.1,9.6,261.9,1020.9,17.1,10,217.1,18.8,6,10,2022-05-10T05:59:10,2022-05-10T20:41:02,0.31,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",11/05/2022,27.9,13.1,21.6,27.4,13.1,21.5,11.9,57.2,0,0,0,,0,0,18.4,10.8,250.1,1019.5,0.5,10,216.1,18.7,6,10,2022-05-11T05:57:53,2022-05-11T20:42:15,0.34,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",12/05/2022,27.9,16.7,22,28.2,16.7,22,13.3,59.1,0,0,0,,0,0,20.5,15.8,255.3,1019.6,1.3,10,218.5,18.9,6,10,2022-05-12T05:56:38,2022-05-12T20:43:27,0.38,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",13/05/2022,27.8,16.6,21.8,27.9,16.6,21.8,12.6,57,0.003,100,4.17,rain,0,0,22.3,12.5,253.5,1018.3,3.5,10,213.8,18.5,6,10,2022-05-13T05:55:25,2022-05-13T20:44:38,0.41,Rain,Clear conditions throughout the day with morning rain.,rain,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",14/05/2022,27.9,16.2,22.5,27.6,16.2,22.5,13,56.3,0.232,100,25,rain,0,0,24.1,10.9,247.2,1017.8,26.6,10,198.6,17,6,10,2022-05-14T05:54:14,2022-05-14T20:45:49,0.44,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",15/05/2022,28.9,17.9,23.6,29,17.9,23.7,14.7,58.6,0,0,0,,0,0,18.4,9.5,206.5,1017.4,18.2,10,210.6,18,6,30,2022-05-15T05:53:04,2022-05-15T20:46:59,0.48,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",16/05/2022,29.8,18.8,24.2,29.3,18.8,24,12.3,48.2,0,0,0,,0,0,29.5,12.9,264.3,1017.6,12.1,10,223.4,19.3,7,30,2022-05-16T05:51:56,2022-05-16T20:48:08,0.5,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",17/05/2022,30.9,16.5,24,29.8,16.5,23.7,13,53.4,5.478,100,4.17,rain,0,0,22.3,10.7,242.1,1017.3,3.2,10,282.3,24.1,9,10,2022-05-17T05:50:50,2022-05-17T20:49:17,0.54,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",18/05/2022,28.9,17,24,29.3,17,24.1,14.9,58,0,0,0,,0,0,31.7,21.8,115.2,1019.9,14.4,10,211.9,18,6,30,2022-05-18T05:49:45,2022-05-18T20:50:25,0.58,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",19/05/2022,28,19.9,23.8,27.3,19.9,23.7,9.8,41.7,0,0,0,,0,0,27.7,15.7,110.2,1025.4,19.3,10,220,18.8,7,10,2022-05-19T05:48:43,2022-05-19T20:51:32,0.61,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",20/05/2022,30.9,16.9,24.2,30.2,16.9,24.1,12.8,50.7,0,0,0,,0,0,24.1,14.3,242.5,1024.2,1.1,10,219.5,18.9,6,30,2022-05-20T05:47:42,2022-05-20T20:52:39,0.65,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",21/05/2022,31.9,18.7,25,32.2,18.7,25.2,15.6,57.2,0,0,0,,0,0,22.3,15.4,256.1,1017.3,8,10,211.5,18.2,6,60,2022-05-21T05:46:44,2022-05-21T20:53:44,0.68,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",22/05/2022,28.9,17.9,24.2,29.1,17.9,24.4,16.1,61.2,0.01,100,4.17,rain,0,0,22.3,17.4,254.7,1012,13.1,10,154.8,13.3,5,60,2022-05-22T05:45:47,2022-05-22T20:54:48,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",23/05/2022,27.9,20.8,24.2,28.2,20.8,24.2,14.2,55.8,0.007,100,4.17,rain,0,0,22.4,14.3,250.7,1007.3,49.9,10,195.2,16.9,6,30,2022-05-23T05:44:53,2022-05-23T20:55:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",24/05/2022,27.8,17,21.8,27.8,17,21.8,13.3,60.3,2.981,100,20.83,rain,0,0,27.7,29.8,351.3,1005.6,50,9.7,187.6,16.2,6,30,2022-05-24T05:44:00,2022-05-24T20:56:54,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,AV128,16066099999,06771099999"
"Milano, Lombardia, Italia",25/05/2022,25.8,17.9,21.3,25.8,17.9,21.3,15.7,71.6,1.109,100,41.67,rain,0,0,33.5,12.5,0.9,1012.1,60.4,9.9,121.8,10.6,4,10,2022-05-25T05:43:10,2022-05-25T20:57:55,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,AV128,16066099999,06777099999,06771099999"
